Moisture,Temperature,pH,Support Growth
12.14,26.16,13.94,No
24.29,47.17,7.78,No
4.5,18.67,13.53,No
12.32,24.14,12.14,No
81.08,45.26,6.02,No
17.67,29.7,1.32,No
31.63,38.78,3.49,No
66.98,10.85,5.58,No
30.27,49.8,7.17,No
71.76,30.13,6.12,Yes
44.93,13.02,10.26,No
61.56,5.66,13.57,No
39.61,35.49,6.17,No
68.72,7.94,10.07,No
51.02,48.86,9.87,No
26.5,15.63,8.01,No
68.22,21.61,9.76,No
6.09,36.84,12.35,No
44.19,2.01,11.71,No
71.69,33.69,13.31,Yes
7.26,2.64,7.42,No
55.28,31.09,7.9,Yes
68.73,40.12,5.91,No
3.68,31.55,1.01,No
10.88,31.36,1.32,No
46.64,49.62,1.39,No
31.99,33.07,4.68,No
1.23,16.73,2.95,No
17.46,25.63,11.77,No
31.51,11.13,7.79,No
90.42,22.51,7.44,No
68.47,18.65,0.05,No
41.97,3.06,7.39,No
60.51,38.98,8.43,No
98.59,32.44,5.41,No
33.14,39.99,11.81,No
46.3,22.27,9.3,No
42.28,32.76,7.36,No
51.45,4.73,5.51,No
37.24,21.77,5.95,No
36.81,44.95,2.57,No
2.35,1.35,1.06,No
1.52,24.9,3.7,No
73.41,34.47,8.9,Yes
32.67,37.85,3.86,No
52.24,22.08,1.39,No
90.14,4.32,2.6,No
74.87,44.66,10.67,No
51.7,20.63,12.24,No
94.55,48.6,2.84,No
70.04,22.97,10.18,No
53.45,45.39,13.87,No
22.37,43.57,5.82,No
16.44,15.52,13.71,No
5.4,42.67,6.77,No
79.67,18.49,7.4,No
34.22,2.79,8.99,No
92.03,47.94,13.18,No
15.17,38.79,2.67,No
68.11,26.31,5.41,No
68.39,9.63,7.65,No
94.11,12.77,11.03,No
40.28,33.04,5.54,Yes
0.45,22.17,13.18,No
42.02,4.11,10.96,No
30.08,15.2,10.53,No
53.72,40.18,6.22,No
80.05,24.27,0.12,No
2.88,38.48,7.88,No
48.87,30.3,8.65,Yes
39.7,2.82,11.71,No
97.18,2.13,8.8,No
44.93,15.58,13.55,No
96.29,30.07,7.93,No
85.69,29.9,12.27,No
21.57,3.13,3,No
9.24,40.61,5.67,No
12.2,7.38,6.86,No
28.23,26.65,2.22,No
97.83,29.98,12.65,No
76.79,23.58,0.25,No
19.29,29.36,9.48,No
19.23,10.07,7.02,No
65.99,9.81,8.96,No
53.05,0.11,13.07,No
80.79,28.38,8.67,No
55.45,32.17,11.8,Yes
11.97,3.12,2.54,No
6.66,46.57,11.02,No
52.32,33.16,8.46,Yes
63.31,12.08,0.59,No
52.37,24.64,9.01,No
44.85,36.05,11.85,No
23.16,22.01,9.59,No
29.69,35.31,1.81,No
47.48,43.7,7.08,No
95.07,16.27,1.5,No
75.73,37.28,9.67,No
49.71,25.51,4.16,No
81.39,37.64,6.57,No
96.86,32,0.51,No
45.22,48.16,11.34,No
5.33,27.73,10.28,No
80.44,34.77,7.17,No
86.25,6.06,3.77,No
16.61,39.49,8.96,No
50.1,26.48,0.35,No
48.82,35.4,2.63,No
21.35,28.67,12.7,No
42.25,4.92,13.38,No
24.13,19.39,6.83,No
96.35,44.53,1.29,No
56.29,20.29,13.26,No
68.71,42.25,6.32,No
85.61,35.67,0.5,No
81.92,31.35,5.29,No
75.66,45.51,1.99,No
23.98,3.82,9.23,No
93.35,19.32,8.86,No
5.04,39.69,12.22,No
25.39,24.69,3.09,No
30.78,10.58,4.26,No
12.81,6.94,9.21,No
79.21,5.78,10.34,No
37.93,43.51,9.08,No
74.35,34.51,8.77,Yes
93.5,5.52,2.29,No
21.28,10.88,9.04,No
32.26,9.75,0.27,No
17.62,38.89,0.58,No
63.66,19.13,4.29,No
43.21,39.88,10.34,No
21.18,9.45,3.42,No
64.83,38.38,7.47,No
39.66,21.43,2.38,No
89.27,30.62,13.07,No
91.21,27.43,9.05,No
5.94,22.03,8.49,No
36.41,6.18,13.99,No
90.94,34.03,1.55,No
80.91,34.53,2.58,No
36.88,18.63,2.86,No
7.57,6.3,0.21,No
12.42,2.97,11.9,No
7.08,28.07,2.01,No
79.86,20.82,0.96,No
83.04,8.97,10.11,No
57.4,5.68,5.42,No
60.26,46.2,5,No
76.3,21.52,0.48,No
0.9,47.23,9.01,No
21.82,14.62,7.72,No
79.41,28.16,0.31,No
61.31,43.78,3.23,No
48.5,6.35,8.57,No
66.34,16.06,2.12,No
0.33,37.14,10.78,No
42.04,22.22,6.54,No
1.31,15.39,0.11,No
13.44,11.88,4.56,No
38.77,23.09,13.16,No
96.77,28.75,10.33,No
44.74,17.36,2.73,No
49.17,9.54,5.5,No
85.68,24.78,12.92,No
48.24,37.89,1.18,No
0.24,14.78,5.11,No
1.84,26.58,7.67,No
38.61,15.69,1.34,No
49.53,16.41,6.39,Yes
0.6,3.31,3.9,No
73.28,5.64,9.48,No
2.63,11.71,13.37,No
24.03,12.72,5.19,No
11.51,20.64,4.06,No
35.63,38.41,13.83,No
65.86,28.33,3.46,No
14.54,43.7,13.08,No
7.61,28.56,5.97,No
64.91,23.5,5.27,No
77.63,33.71,6.28,Yes
81.89,8.86,5.91,No
49.88,37.59,9.44,No
67.22,1.74,12.54,No
0.6,49.75,1.47,No
57.41,0.5,10.71,No
1.76,4.47,9.55,No
78.48,1.79,6.38,No
80.65,28.45,13.86,No
81.73,44.09,8.47,No
1.02,43.62,12.58,No
0.14,6.74,1.85,No
23.22,2.71,0.62,No
6.02,17.35,9.65,No
78.2,47.96,10.82,No
29.88,47.3,7.27,No
55.26,46.27,4.54,No
95.37,12.67,4.45,No
62.58,47.34,9.22,No
97.31,20.14,11.55,No
3.6,15.09,3.24,No
29.51,29.59,1.45,Yes
13.21,13.28,5.72,No
60.6,4.16,9.44,No
53.41,30.34,7.81,Yes
61.93,35.03,2.08,No
65.6,16.15,3.57,No
73.06,31.7,6.67,Yes
43.7,48.44,7.38,No
62.18,25.67,1.66,No
24.03,11.72,0.19,No
88.75,29.79,1.86,No
9.49,0.46,1.41,No
36.56,25.11,2.43,No
86.6,21.83,0.8,No
42.82,46.49,6.08,No
64.68,22.77,0.33,No
72.55,24.86,1.34,No
55.91,42.9,1.05,No
52.26,29.78,8.34,Yes
96.5,37.6,9.6,No
97.33,26.03,8.92,No
93.89,38.03,2.46,No
51.41,32.72,4.64,Yes
70.32,6.74,13,No
96.77,26.85,0.68,No
43.62,16.55,8.07,No
72.52,32.73,5.87,Yes
73.17,30.91,11.59,Yes
82.57,39.91,9.02,No
50.33,18.4,9.12,No
25.56,38.1,10.12,No
58.29,31.29,4.05,Yes
56.42,8.98,3.99,No
29.77,32.88,7.68,No
82.12,14.38,7.84,No
54.1,3.82,5.74,No
58.57,26.16,8.97,No
61.91,23.53,9.47,No
14.18,13.28,7.74,No
82.9,41.01,6.29,No
23.35,32.38,13.32,No
8.63,8,11.96,No
1.63,0.73,2,No
2.11,28.37,11.75,No
40.88,46.52,5.14,No
89.34,47.05,4.75,No
3.73,35.98,11.08,No
30.04,21.67,9.43,No
99.49,20.6,4.91,No
19.82,2.91,8.57,No
2.6,33.02,8.85,No
32.58,33.49,11.26,No
49.01,27.77,3.48,No
14.24,7.56,9.46,No
7.01,27.99,1.36,No
30.5,20.59,6.21,Yes
6.7,32.67,11.21,No
63.69,4.14,1.82,No
95.08,2.81,2.6,No
1.84,19.72,9.79,No
3.03,26.3,10.9,No
93.85,26.8,12.26,No
90.31,41.56,6.68,No
18.83,31.91,7.37,No
48.23,30.66,5.16,Yes
54.2,0.76,12.69,No
24.2,6.63,13.54,No
92.79,24.04,2.58,No
17.4,45.15,10.5,No
16.59,0.37,5.69,No
30.32,13.3,1.51,No
17.72,9.12,5.69,No
10.29,43.17,6.44,No
61.08,40.53,0.34,No
11.44,21.52,1.06,No
54.75,35.32,10.48,No
70.54,24.64,6.82,Yes
89.57,18.73,1.61,No
37.84,15.89,8.55,No
58.7,25.31,0.63,No
24.74,36.32,4.48,No
48.1,4.99,8.8,No
99.35,22.87,11.24,No
44.49,26.33,4.21,No
68.55,47.23,5.26,No
46.17,32.61,3.27,No
34.31,28.41,2.35,No
45.54,43.45,5.77,No
8.36,41.6,13.71,No
35.01,34.81,5.46,No
23.66,19.79,13.04,No
50.15,2.52,11.56,No
78.89,10.14,8.62,No
68.22,26.14,1.37,No
9.91,34.48,9.62,No
50.01,9.84,5.43,No
21.69,0.81,0.48,No
12.85,11.15,0.15,No
63.46,6.63,7.43,No
60.18,16.33,2.33,No
4.55,34.12,2.97,No
27.62,17.53,12.85,No
54.18,46.52,5.19,No
70.53,13.28,13.06,No
97.06,12.14,7.76,No
61.48,41.92,7.31,No
97.41,2.64,2.99,No
55.77,42.89,12.36,No
71.6,30.73,12.38,Yes
79.79,11.34,5.68,No
86.55,29,13.91,No
26.56,13.68,8.45,No
74.73,21.76,1.78,No
37.91,22.03,13.09,No
56.44,26.4,2.95,No
54.16,36.64,5.29,No
99.89,3.1,2.24,No
77.49,30.67,5.36,No
77.82,12.8,4.71,No
46.99,24.2,3.79,No
92,16.42,1.35,No
64.97,35.11,1.44,No
48.77,49.91,12.43,No
65.32,20.74,7.65,No
59.06,22.88,10.03,No
27.89,21.65,0.49,No
53.08,21.77,1.2,No
10.8,4.48,3.93,No
35.65,39.57,0.65,No
78.05,40.45,10.63,No
72.45,13.21,11.89,No
71.82,12.98,0.88,No
83.24,27.6,7.24,No
2.11,28.61,2.52,No
36.74,36.17,6.75,No
53.11,21.54,2.43,No
47.97,27.29,1.08,No
14.83,3.11,6.61,No
93.19,24.9,1.62,No
24.07,45,1.75,No
64.67,30.78,2.55,Yes
77.93,23.23,0.4,No
97.31,42.02,5.76,No
49.86,38.21,13.45,No
43.62,26.76,12.95,No
98.64,32.3,0.39,No
18.64,28.98,10.05,No
71.09,1.13,0.89,No
82.35,49.19,2.89,No
66.45,21.82,4.63,No
41.88,43.44,2.41,No
77.99,33.01,2.55,No
68,19.48,3.99,No
85.91,30.54,1.61,No
47.6,6.33,8.39,No
68.03,4.27,0.56,No
72.22,23.18,12.52,No
15.35,8.26,5.09,No
41.12,18.9,3.13,No
68.98,36.46,10.15,No
38.98,33.31,5.36,No
29.5,34.28,3.96,No
29.51,19.63,11.16,No
30.49,31.93,3.27,Yes
2.64,31.54,2.98,No
12.86,14.22,3.84,No
1.38,10.82,5.69,No
53.34,41.1,2.94,No
77.51,6.14,8.82,No
88.17,44.19,4.67,No
44.46,31,11.99,Yes
91.11,38.84,8.57,No
59.36,13.97,1.09,No
69.74,20.2,8.53,No
27.55,2.44,2,No
39.34,43.49,3.23,No
36.75,47.72,2.69,No
84.38,43.99,2.95,No
36,2.64,0.61,No
77.48,20.42,8.68,No
94.17,17.24,6.33,No
20.13,21.73,3.34,No
9.44,42.56,11.13,No
61.78,7.35,8.06,No
49.7,25.45,2.84,No
59.24,33.77,8.28,Yes
61.39,47.41,12.18,No
20.25,32.17,1.72,No
61.47,45.08,2.69,No
76.6,49.1,6.45,No
18.88,37.79,7.26,No
43.12,43.84,9.73,No
21.07,8.4,4.79,No
66.9,45.27,10.96,No
38.98,39.01,1.98,No
47.84,33.06,5.58,Yes
87.74,3.49,1.61,No
63.44,33.45,10.82,Yes
19.64,48.96,4.76,No
96.12,23.79,11.31,No
96.73,29.65,11.71,No
6.47,34.98,4.72,No
0.52,41.4,3.97,No
74.06,45.58,3.36,No
4.86,5.36,8.31,No
42.56,4.66,6.6,No
72.52,31.03,8.2,Yes
83.16,2.13,8.21,No
67.21,31.15,8.25,Yes
23.18,13.02,12.86,No
45.74,36.76,7.5,No
58.04,37.08,2.66,No
46.86,31.51,12.46,Yes
11.47,21.74,6.02,Yes
71.8,44.77,2.3,No
71.28,0.33,8.55,No
89.48,49.69,11.64,No
66.59,4.12,2.47,No
50.28,23.59,4.2,No
51.76,48.32,1.51,No
93.46,7.84,10.99,No
89.64,17.24,1.28,No
50.61,49.6,8.44,No
82.94,45.35,10.39,No
82.85,42.3,13.66,No
40.85,31.72,6.03,Yes
32.36,18.1,11.79,No
82.48,3.21,8.15,No
68.55,38.55,0.25,No
8.31,14.11,13.15,No
1.27,45.55,8.87,No
13.2,14.71,10.32,No
33.75,29.26,5.21,No
30.63,6.04,0.84,No
4.91,40.69,9.18,No
78.25,40.48,3.33,No
71.66,26.3,4.75,No
51.82,19.19,13.97,No
67.9,42.18,9.51,No
48.47,40.82,10.23,No
44.08,20.84,8.79,No
17.45,12.94,10.24,No
20.59,22.46,6.18,Yes
39.67,42.09,6.06,No
32.24,8.41,5.3,No
95.13,42.69,2.69,No
59.66,43.02,1.21,No
78.4,31.49,1.66,No
71.81,34.66,9.49,Yes
23.2,48.05,5.14,No
83.94,6.91,2.85,No
68.16,18.83,13.49,No
3.83,49.23,12.07,No
73.19,46.45,13.39,No
94.97,45.58,2.36,No
75.75,9.12,4.69,No
82.53,20.31,3.57,No
12.98,18.26,10.67,No
22.57,20.23,7.62,No
56.68,11.55,11.29,No
76.77,13.52,3.24,No
20.33,12.16,9.33,No
89.93,48.9,2.4,No
67.16,20.45,9.79,No
56.08,38.71,12.81,No
37.15,19.71,10.61,No
38.24,41.66,2.9,No
66.14,14.09,12.46,No
28.26,5.98,11.58,No
98.81,25.26,3.45,No
40.24,23.14,8.49,No
76.79,11.51,4.97,No
47.58,25.22,7.35,No
22.96,3.15,11.84,No
65.77,10.99,7.52,No
33.47,44.22,6.42,No
24.9,23.13,8.14,No
31.98,4.74,7.91,No
42.45,33,4.77,No
78.12,20.44,12.93,No
88.04,48.08,1.55,No
98.16,32.3,10.91,No
46.61,15.68,12.88,No
66.83,7.74,2.25,No
78.56,26.4,5.39,No
30.86,17.15,12.87,No
62.48,6.6,9.77,No
63.53,24.37,8.13,No
55.78,27.32,4.18,No
92.06,31.01,6.74,No
25.2,16.47,12.37,No
46.03,44.79,8.49,No
53.86,29.81,8.89,Yes
90.54,8.54,2.53,No
77.78,46.08,11.77,No
47.88,4.21,7.04,No
79.55,8.7,6.83,No
51.32,47.74,7.06,No
18.08,28.42,0.24,No
20.96,23.1,2.84,No
69.7,23.7,10.38,No
87.82,10.9,1.51,No
50.6,13.3,5.71,No
86.19,40.62,11.53,No
74.59,33.92,4.47,Yes
60.24,37.41,1.12,No
64.44,33.63,11.56,Yes
37.63,10.9,6.39,Yes
46.04,42.35,13.71,No
34.37,11.29,2.64,No
59.5,4.91,4.73,No
50.92,19.8,7.72,No
86.68,29.04,6.55,No
65.37,5.56,10.75,No
72.33,22.79,6.81,Yes
44.99,44.37,5.84,No
34.72,35.66,7.9,No
27.54,20.38,1.7,No
38.33,21.53,2.29,No
55.74,8.26,10.66,No
59.07,46.15,5.76,No
82.79,40.48,1.79,No
67.56,16.77,0.83,No
91.37,31.03,2.31,No
30.25,49.7,13.05,No
60.1,28.79,2.22,No
90.26,2.7,8.59,No
71.98,28.68,7.71,No
70.39,35.5,10.34,No
33.13,5.74,1.89,No
98.13,15.27,12,No
43.44,9.61,6.12,No
74.83,21.4,0.55,No
48.25,31.12,4.52,Yes
39.49,46.03,9.94,No
77.44,39.01,3.11,No
36.22,26.34,5.87,No
95.4,42.81,1.39,No
52.17,32.86,1.42,Yes
4.43,19.81,6.16,Yes
9.81,41.87,12.62,No
34.42,11.5,11.48,No
59.27,26.36,6.65,Yes
74.06,34.26,9.44,Yes
45.05,18.73,2.82,No
82.24,48.93,5.21,No
66.3,31.71,13.23,Yes
24.77,49.64,13.68,No
21.12,28.18,0.12,No
95.75,29.16,2.79,No
56.4,25.87,9.63,No
9.52,19.8,1.36,No
0.48,46.22,0.72,No
38.41,25.52,11.48,No
55.05,7.77,13.12,No
47.33,36.79,5.34,No
27.17,29.67,9.35,Yes
85.16,12.01,2.11,No
22.2,47.21,11.3,No
62.11,37.47,11.39,No
70.96,6.12,5.54,No
29.24,15.75,5.38,No
70.8,22.99,10.52,No
41.79,48.27,1.62,No
36.65,37.49,3.59,No
78.56,9.48,9.47,No
20.26,48.8,13.66,No
93.42,22.99,11,No
4.89,22.98,7.67,No
64.21,12.8,6.99,No
73.35,39.26,1.85,No
0.53,20.85,3.39,No
57.81,46,0.9,No
95.93,10.02,4.79,No
69.15,39.81,5.62,No
21.38,14.86,6.91,No
4.61,44.95,8.38,No
55.67,41.84,5.98,No
53.74,42.11,13.96,No
31.84,22.14,4.47,No
99.36,40.22,3.71,No
88.06,24.56,13.22,No
29.72,3.2,2.62,No
28.52,27.56,13.06,No
53.25,16.17,12.67,No
89.79,27.98,11.66,No
80,47.91,4.28,No
9.07,16.71,2.24,No
64.34,32.01,13.5,Yes
29.71,45.17,9.34,No
48.56,21.72,0.51,No
56.35,49.99,13.85,No
93.36,2.32,8.47,No
52.38,0.24,1.75,No
93.14,43.21,5.89,No
97.8,7.12,4.32,No
11.33,49.05,1.05,No
71.49,2.93,11.36,No
16.04,35.41,4.29,No
5.25,18.11,4.27,No
96.68,6.47,10.32,No
92.26,2.27,9.02,No
72.37,22.49,4,No
37.87,23,2.83,No
80.26,36.95,0.94,No
74.64,23.85,3.63,No
90.42,26.03,0.73,No
72.58,43.06,3.16,No
38.6,9.79,2.02,No
45.93,12.52,0.77,No
14.72,21.94,1.41,No
57.27,28.16,11.4,No
50.36,48.79,13.6,No
6.31,37.43,9.24,No
13.82,28.55,2.02,No
27.27,0.95,12.25,No
70.2,38.34,12.19,No
39.02,9.22,7.42,No
49.62,34.95,1.17,No
54.9,20.55,3.07,No
12.87,17.2,5.22,No
6.18,12.32,10.18,No
18.29,46.01,11.49,No
79.47,0.58,9.08,No
14,15.26,7.78,No
49.29,42,11.03,No
33.24,34.2,5.2,No
21.13,38.35,4.02,No
90.8,17.29,9.45,No
99.32,42.87,11.01,No
48.3,7.73,9.84,No
81.33,9.06,11.59,No
30.44,47.07,5.25,No
78.73,17.6,11.66,No
72.38,13.01,4.47,No
36.02,47.28,9.56,No
90.12,6.99,10,No
11.68,26.55,4.61,No
93.27,41.2,9.42,No
80.34,21.85,0.36,No
57.78,9.8,13.91,No
8.12,30.41,4.63,No
90.11,34.67,10.75,No
79.72,22.52,2.3,No
40.09,8.73,11.9,No
87.23,1.8,7.69,No
66.94,31.72,8.98,Yes
40.58,30.62,2.86,Yes
95.04,49.65,2.06,No
62.78,44.75,2.59,No
73.57,21.81,7.76,No
77.48,3.6,2.59,No
97.72,7.04,12.01,No
14.8,36.89,0.93,No
55.77,32.62,2.55,Yes
61.72,38.47,1.31,No
26.68,7.94,3.76,No
2.5,49.68,7.13,No
98.6,22.13,2.36,No
30.24,30.6,11.74,Yes
48.96,23.66,0.99,No
72.27,38.37,2.84,No
11.75,1.46,0.36,No
75.33,0.2,3.73,No
91.5,14.27,4.35,No
56.19,37.94,13.71,No
86.47,29.4,6.72,No
62.45,3.25,0.25,No
99.59,11.31,12.13,No
54.98,16.51,11.98,No
17.89,14.93,9.68,No
1.51,34.78,11.68,No
53.59,6.34,12.37,No
22.79,11.61,12.42,No
34.35,3.11,12.74,No
78.69,40.68,12.9,No
57.99,10.74,6.17,Yes
84.83,9.31,4.15,No
98.76,47.19,3.65,No
36.63,44.42,10.85,No
89.85,24.14,7.93,No
91.64,10.27,7.2,No
72.68,27.92,5.12,No
39.22,22.48,10.78,No
21.2,24.54,12.56,No
85.11,19.78,7.79,No
92.59,31.59,5.9,No
54.47,11.65,1.6,No
55.77,8.08,9.26,No
47.46,44.69,6.77,No
34.76,7.05,3.28,No
83.37,16.82,7.28,No
4.9,1.3,2.96,No
18.41,31.91,9.48,No
72.88,12.14,4.02,No
12.25,39.55,3.24,No
45.24,35.41,8.77,No
52.99,44.19,5.98,No
95.41,44.35,4.56,No
51.97,38.27,8.44,No
3.68,35.12,11.56,No
9.39,2.07,7.54,No
75.5,6.69,2.61,No
55.88,42.29,0.79,No
86.71,31.27,4.57,No
8.75,13.77,0.29,No
82.4,17.44,5.32,No
26.43,36.96,2.44,No
99.9,24.66,1.79,No
63.61,24.11,5.94,Yes
77.99,4.4,3.45,No
93.67,16.74,5.48,No
32.53,24.23,8.34,No
52.33,25.38,10.12,No
91.01,39.2,10.86,No
81.55,15.58,2.03,No
69.86,19.3,4.15,No
70.01,40.11,0.58,No
63.58,40,1.66,No
45.37,45.37,1.34,No
1.09,14.87,9.72,No
55.56,47.88,10.23,No
13.6,37.18,0.83,No
75.58,2.75,10.04,No
39.97,10.17,6.9,No
34.37,32.58,4.36,No
81.93,46.94,10.17,No
19.48,21.59,0.92,No
51.14,44.22,8.92,No
87.26,48.69,2.32,No
71.16,28.51,5.37,No
2.26,10.76,5.93,No
85.79,31.76,4.22,No
45.73,28.73,7.98,No
31.11,48.87,1.29,No
86.33,30.81,8.41,No
77.63,42.38,8.52,No
75.73,8.01,8.09,No
33.17,34.44,0.43,No
47.83,18.26,4.02,No
21.21,18.52,10.78,No
31.27,23.11,7.9,No
73,49.57,7.19,No
81.6,2.63,6.39,No
69.07,49.14,4.52,No
26.23,4.42,13.26,No
74.68,35.43,8.44,No
31.22,1.06,4.34,No
86.49,42.2,12.12,No
68.46,8.82,1.13,No
95.12,28.43,0.99,No
69.65,9.46,0.16,No
16.71,18.69,9.54,No
36.27,2.12,11.29,No
91.61,41.12,5.65,No
39.85,29.55,11.72,Yes
6.44,16.99,11.55,No
12.73,19.37,8.79,No
5.77,17.66,0.64,No
79.95,42.07,6.9,No
84.24,33.91,8.47,No
9.95,46.69,12.78,No
53.69,36.62,12.51,No
1.18,8.74,5.06,No
99.23,42.66,12.45,No
96.05,46.12,9.89,No
66.06,34.61,12.28,Yes
88.86,45.36,0.72,No
83.72,46.49,7.55,No
10.52,26.68,4.44,No
66.74,16.11,12.25,No
14.97,36.17,3.62,No
67.63,14.73,5.94,No
9.59,42.38,3.23,No
17.03,16.18,7.38,No
27.11,11.35,10.47,No
84.49,43.47,13.82,No
22.05,38.58,6.02,No
3.83,7.47,1.94,No
52.66,39.6,0.3,No
38.56,48.34,10.28,No
20.97,28.68,11.46,No
48.43,49.63,8.27,No
90.64,21.27,7.3,No
46.45,13.04,3.45,No
41.31,23.54,11.1,No
67.05,44.15,5.07,No
58.23,1.84,3.95,No
98.76,24.05,8.58,No
73.72,29.11,0.04,No
53.61,41.84,4.12,No
99.88,15.58,4.29,No
44.82,13.53,9.44,No
94.14,22.09,10.69,No
17.33,26.98,6.06,Yes
23.79,4.73,4.96,No
84.4,26.67,12.12,No
83.83,27.52,9.52,No
22.86,5.98,2.73,No
92.74,8.85,7.43,No
35.76,45.93,9.76,No
90.18,43.7,13.43,No
95.92,0.87,10.83,No
74.97,30.79,8.19,Yes
94.23,4.23,12.01,No
50.16,20.32,13.01,No
33.15,39.83,6.54,No
93.62,40.6,1.92,No
37.95,11.99,10.15,No
91.42,8.02,6,No
31.45,3.98,10.51,No
23.91,0.75,8.19,No
45.49,25.02,10.37,No
99.89,23.99,5.74,No
16.97,34.34,13.57,No
8.37,41.15,3.89,No
92.59,1.57,4.75,No
34.68,46.62,7.41,No
33.11,6.39,7.01,No
5.38,35.92,0.45,No
94.85,48.95,10.68,No
93.43,5.56,11.05,No
18.56,30.77,9.69,No
14.85,16.36,10.95,No
31.47,7.14,4.6,No
34.06,46.58,12.55,No
88.14,30.48,5.1,No
63.8,49.49,6.19,No
32.01,35.76,0.2,No
39.19,34.31,4.8,No
16.29,42,8.38,No
76.01,3.57,0.41,No
44.26,16.13,2.96,No
5.28,6.28,1.43,No
36.28,20.51,3.82,No
73.21,18.48,9.38,No
5.15,35.45,6.82,No
54.78,38.95,6.57,No
78.71,39.33,3.93,No
25.45,30.05,11.41,Yes
75.84,0.99,13.23,No
59.31,44.45,2.16,No
62.33,7.03,2.95,No
47.8,28.87,9.76,No
32.68,10.33,11.9,No
23.16,3.22,13.51,No
21.55,5.86,10.56,No
58.17,15.7,9.83,No
75.89,29.1,10.16,No
64.89,22.66,9.29,No
70.56,14.74,3.56,No
64.02,4.31,6.33,No
40.16,9.88,12.66,No
44.85,4,8.52,No
31.55,44.68,8.49,No
89.96,0.72,6.27,No
29.2,15.99,1.05,No
75.23,16.21,5.24,No
53.25,10.93,12.23,No
17.07,32.61,12.4,No
31.04,45.09,4.2,No
95.04,5.29,9.56,No
96.58,27.32,9.46,No
58.62,33.5,6.52,Yes
58,8.85,0.16,No
96.5,28.96,11.85,No
71.2,8.54,13.46,No
1.75,0.51,3.23,No
13.19,26.72,3.95,No
42.09,4.9,11.05,No
9.67,43.6,8.57,No
32.35,36.33,10.96,No
48.14,40.62,9.04,No
56.34,48.39,11.69,No
18.25,41.3,4.8,No
46.17,4.57,0.02,No
6.98,31.96,4.2,No
90.96,39.44,12.29,No
67.16,19.03,4.01,No
94.21,12.39,5.03,No
59.75,39.03,13.74,No
82.72,47.58,5.32,No
81.59,18.21,12.06,No
42.68,36.91,11.95,No
19.99,16.2,4.09,No
67.02,41.32,9.68,No
29.69,34.79,11.32,No
6.32,4.53,7.97,No
94.19,21.7,3.53,No
39.44,32.89,7.17,Yes
46.14,12.14,3.1,No
85.96,48.58,1.18,No
50.9,1.43,11.29,No
25.18,12.69,12.04,No
96.81,48.86,12.23,No
45.51,12.99,9.62,No
50.71,32.49,3.61,Yes
74.36,9.35,10.87,No
23.35,24.68,8.74,No
97.32,28.79,13.82,No
3.76,2.27,0.25,No
62.46,45.5,11.3,No
6.26,9.83,5.15,No
87.05,14.7,1.2,No
5.89,21.82,2.59,No
32.45,30.92,6.76,Yes
60.09,7.09,2.13,No
33.98,13.4,5.01,No
53.73,6.62,9.44,No
89.38,5.37,4.81,No
72.51,20.1,2.77,No
44.37,17.23,8.29,No
83.83,12.38,10.28,No
51.49,13.21,9.77,No
66.79,27.5,8.17,No
22.05,31.75,5.66,Yes
3.81,27.7,3.66,No
41.26,20.04,9.41,No
70.74,17.89,3.7,No
61.85,19.87,4.4,No
14.01,48.49,7.14,No
88.12,22.88,6.72,No
38.34,1.48,4.73,No
36.69,0.89,3.11,No
42.84,35.3,0.99,No
73.11,19.73,4.82,No
5.79,32.92,3.23,No
85.37,22.2,3.95,No
40.53,40.15,13.7,No
56.76,6.84,12.37,No
43.88,31.37,12.73,Yes
20.58,33.98,11.81,No
81.9,31.46,12.82,No
73.81,10.97,4.96,No
70.65,10.31,1.5,No
98.75,9.49,12.42,No
89.17,28.09,8.51,No
84.76,1.65,12.19,No
62.49,49.81,10.28,No
8.37,26.58,9.92,No
38.5,0.87,8.82,No
23.24,43.26,9.82,No
77.45,1.44,11.47,No
61.65,18.78,3.98,No
29.19,16.83,7.49,No
30.97,32.24,9.29,No
44.48,4.5,7.23,No
26.02,43.08,11.23,No
63.43,8.59,8.46,No
37.99,35.38,10.83,No
28.64,48.03,6.32,No
14.14,1.51,6.39,No
72.08,33.15,2.85,Yes
76.48,10.67,2.46,No
70.76,12.99,12.54,No
15.94,2.83,2.56,No
7.16,30.84,9.72,No
16.51,30.86,9.46,No
18.06,19.84,6.3,Yes
45.95,24.26,1.81,No
72.35,31.47,4.17,Yes
50.85,35.9,8.02,No
37.85,20.38,1.18,No
69.76,19.73,6.76,Yes
75.99,45.45,12.23,No
39.72,22.48,2.74,No
45.17,37.63,1.62,No
79.21,29.81,13.32,No
26.45,19.21,4.02,No
77.08,41.95,9.03,No
47.92,27.88,4.38,No
18.08,25.44,5.94,No
83.21,25.51,12.06,No
90.69,1.68,9.83,No
8.47,46.68,4.72,No
21.84,38.1,3.69,No
66.49,7.91,6.44,No
60.49,12.78,6.49,Yes
7.69,33.58,2,No
32.36,30.15,1.33,Yes
13.64,18.41,8.81,No
25.45,34.01,3.31,No
14.94,49.25,13.84,No
58.45,0.79,11.6,No
10.16,15.97,1.14,No
49.05,36.87,1.17,No
67.49,4.39,11.79,No
95.43,42.14,10.16,No
58.25,36.52,4.98,No
46.04,16.38,0.62,No
75.11,13.31,11.03,No
